fp_ampl1;fp_ampl2;fp_ampl3;std_noise;CIRpower;RXPACC;fpindex;RX_power;FP_power;Pd;Pr;estimated_range;real_rng;label;location_from;location_to;msid;bias;rng_wo_bias;error;error_nobias;env;
2790;3923;3546;24;782,0469404;101;746;-81,719;-86,293;4,574;1,055972295;5,254;4,963;1;esl;hw;150;-0,022293375;5,276293375;0,313293375;0,291;eslhw;
3125;4622;3335;16;828,0047368;101;748;-81,471;-85,568;4,097;1,050287832;5,256;4,963;1;esl;hw;150;-0,022262392;5,278262392;0,315262392;0,293;eslhw;
3339;4745;3425;28;767,9497817;101;749;-81,798;-85,256;3,458;1,042274872;5,273;4,963;1;esl;hw;150;-0,021999488;5,294999488;0,331999488;0,31;eslhw;
2535;4208;4410;20;766,0071462;101;749;-81,809;-85,433;3,624;1,044298305;5,296;4,963;1;esl;hw;150;-0,021645075;5,317645075;0,354645075;0,333;eslhw;
1716;3740;3908;28;720,9959435;101;749;-82,072;-86,747;4,675;1,05696218;5,255;4,963;1;esl;hw;150;-0,022277882;5,277277882;0,314277882;0,292;eslhw;
1822;3990;2939;24;775,9483631;101;747;-81,753;-87,373;5,62;1,068743655;5,186;4,963;1;esl;hw;150;-0,0233535;5,2093535;0,2463535;0,223;eslhw;
1463;3913;2965;20;799,1583127;101;745;-81,625;-87,636;6,011;1,073641654;5,228;4,963;1;esl;hw;150;-0,022697176;5,250697176;0,287697176;0,265;eslhw;
2776;3651;2122;24;766,0071462;101;745;-81,809;-87,754;5,945;1,072669266;5,254;4,963;1;esl;hw;150;-0,022293375;5,276293375;0,313293375;0,291;eslhw;
1790;3535;2797;24;752,0259402;101;746;-81,889;-88,111;6,222;1,075980901;5,207;4,963;1;esl;hw;150;-0,023024714;5,230024714;0,267024714;0,244;eslhw;
1450;3383;3058;28;736,0932263;101;748;-81,982;-88,228;6,246;1,076187456;5,209;4,963;1;esl;hw;150;-0,022993466;5,231993466;0,268993466;0,246;eslhw;
1860;3012;3728;28;700,056063;101;749;-82,2;-87,605;5,405;1,065754258;5,256;4,963;1;esl;hw;150;-0,022262392;5,278262392;0,315262392;0,293;eslhw;
1366;3334;3159;28;744,1025987;101;747;-81,935;-88,216;6,281;1,076658327;5,23;4,963;1;esl;hw;150;-0,022666047;5,252666047;0,289666047;0,267;eslhw;
1333;3042;3458;28;758,9843505;101;745;-81,849;-88,211;6,362;1,0777285;5,221;4,963;1;esl;hw;150;-0,022806217;5,243806217;0,280806217;0,258;eslhw;
2373;3947;2431;28;694,1172241;101;749;-82,237;-87,493;5,256;1,063912837;5,2;4,963;1;esl;hw;150;-0,02313417;5,22313417;0,26013417;0,237;eslhw;
1429;3679;3443;28;781,1470937;101;750;-81,724;-87,443;5,719;1,069979443;5,207;4,963;1;esl;hw;150;-0,023024714;5,230024714;0,267024714;0,244;eslhw;
1949;2585;3742;24;782,9478237;101;746;-81,714;-87,937;6,223;1,076155861;5,25;4,963;1;esl;hw;150;-0,022355375;5,272355375;0,309355375;0,287;eslhw;
2482;3934;2332;24;742,0494052;101;743;-81,947;-87,5;5,553;1,06776331;5,254;4,963;1;esl;hw;150;-0,022293375;5,276293375;0,313293375;0,291;eslhw;
2358;3902;2553;24;804,1421399;101;746;-81,598;-87,464;5,866;1,071889017;5,207;4,963;1;esl;hw;150;-0,023024714;5,230024714;0,267024714;0,244;eslhw;
1705;3654;2939;20;764,069425;101;751;-81,82;-87,865;6,045;1,073881692;5,225;4,963;1;esl;hw;150;-0,022743891;5,247743891;0,284743891;0,262;eslhw;
1838;3750;2544;28;701,0238946;101;747;-82,194;-88,04;5,846;1,071124413;5,209;4,963;1;esl;hw;150;-0,022993466;5,231993466;0,268993466;0,246;eslhw;
1664;3975;2896;28;786,0185967;101;748;-81,697;-87,519;5,822;1,071263327;5,201;4,963;1;esl;hw;150;-0,023118525;5,224118525;0,261118525;0,238;eslhw;
707;2785;2985;48;1163,142223;101;751;-79,995;-89,479;9,484;1,11855741;7,679;7,636;0;hw;hw;156;0,00839262;7,67060738;0,03460738;0,043;hwhw;
1636;3248;2003;48;1215,99789;101;745;-79,802;-89,461;9,659;1,121037067;7,714;7,636;0;hw;hw;156;0,008751633;7,705248367;0,069248367;0,078;hwhw;
1449;3304;2241;40;1214,039511;101;746;-79,809;-89,264;9,455;1,118470348;7,696;7,636;0;hw;hw;156;0,008567245;7,687432755;0,051432755;0,06;hwhw;
1320;3268;2412;44;1235,18731;101;749;-79,734;-89,216;9,482;1,11892041;7,671;7,636;0;hw;hw;156;0,00831028;7,66268972;0,02668972;0,035;hwhw;
782;2954;3016;44;1229,229067;101;749;-79,755;-89,17;9,415;1,118049025;7,671;7,636;0;hw;hw;156;0,00831028;7,66268972;0,02668972;0,035;hwhw;
745;2699;2649;48;1213,201172;101;750;-79,812;-90,107;10,295;1,128990628;7,679;7,636;0;hw;hw;156;0,00839262;7,67060738;0,03460738;0,043;hwhw;
1151;2887;2607;52;1236,040842;101;749;-79,731;-89,663;9,932;1,124568863;7,688;7,636;0;hw;hw;156;0,008485127;7,679514873;0,043514873;0,052;hwhw;
678;1722;3208;44;1247,190578;101;746;-79,692;-90,454;10,762;1,135044923;7,669;7,636;0;hw;hw;156;0,008289679;7,660710321;0,024710321;0,033;hwhw;
1237;3095;2545;48;1226,966828;101;751;-79,763;-89,374;9,611;1,120494465;7,665;7,636;0;hw;hw;156;0,008248458;7,656751542;0,020751542;0,029;hwhw;
698;2794;3078;48;1219,081726;101;748;-79,791;-89,33;9,539;1,119549824;7,688;7,636;0;hw;hw;156;0,008485127;7,679514873;0,043514873;0,052;hwhw;
1616;3215;1905;48;1240,031796;101;750;-79,717;-89,631;9,914;1,124364941;7,696;7,636;0;hw;hw;156;0,008567245;7,687432755;0,051432755;0,06;hwhw;
1164;3096;2575;48;1192,979062;101;745;-79,885;-89,378;9,493;1,118833323;7,669;7,636;0;hw;hw;156;0,008289679;7,660710321;0,024710321;0,033;hwhw;
1673;2957;1662;48;1205,127013;101;744;-79,841;-90,271;10,43;1,130634636;7,713;7,636;0;hw;hw;156;0,008741403;7,704258597;0,068258597;0,077;hwhw;
1805;3267;1779;48;1191,057755;101;749;-79,892;-89,497;9,605;1,120224803;7,706;7,636;0;hw;hw;156;0,008669748;7,697330252;0,061330252;0,07;hwhw;
769;2720;2893;52;1209,018152;101;746;-79,827;-89,688;9,861;1,123529633;7,687;7,636;0;hw;hw;156;0,008474855;7,678525145;0,042525145;0,051;hwhw;
1475;3218;2173;48;1180,138072;101;744;-79,932;-89,457;9,525;1,119163789;7,691;7,636;0;hw;hw;156;0,008515934;7,682484066;0,046484066;0,055;hwhw;
608;2533;2969;48;1212,084287;101;744;-79,816;-89,894;10,078;1,12626541;7,671;7,636;0;hw;hw;156;0,00831028;7,66268972;0,02668972;0,035;hwhw;
1363;3190;2336;48;1186,951084;101;750;-79,907;-89,398;9,491;1,118775577;7,669;7,636;0;hw;hw;156;0,008289679;7,660710321;0,024710321;0,033;hwhw;
1222;3170;2560;48;1194,078342;101;751;-79,881;-89,25;9,369;1,117286964;7,679;7,636;0;hw;hw;156;0,00839262;7,67060738;0,03460738;0,043;hwhw;
875;2866;2813;48;1199,037653;101;751;-79,863;-89,549;9,686;1,121282697;7,691;7,636;0;hw;hw;156;0,008515934;7,682484066;0,046484066;0,055;hwhw;
1231;2927;2457;52;1264,249589;101;751;-79,633;-89,752;10,119;1,127070436;7,68;7,636;0;hw;hw;156;0,008402905;7,671597095;0,035597095;0,044;hwhw;
943;2818;2411;48;1204,017561;101;746;-79,845;-90,17;10,325;1,129313044;7,666;7,636;0;hw;hw;156;0,008258766;7,657741234;0,021741234;0,03;hwhw;
737;1989;2862;52;1232,062733;101;750;-79,745;-90,791;11,046;1,138516521;7,669;7,636;0;hw;hw;156;0,008289679;7,660710321;0,024710321;0,033;hwhw;
1102;2830;2157;52;1189,139543;101;746;-79,899;-90,403;10,504;1,131465976;7,693;7,636;0;hw;hw;156;0,008536463;7,684463537;0,048463537;0,057;hwhw;
794;1853;2791;52;1223,017922;101;748;-79,777;-91,087;11,31;1,141770184;7,691;7,636;0;hw;hw;156;0,008515934;7,682484066;0,046484066;0,055;hwhw;
944;2699;2263;44;1195,178635;101;745;-79,877;-90,588;10,711;1,134093669;7,692;7,636;0;hw;hw;156;0,008526199;7,683473801;0,047473801;0,056;hwhw;
1112;2902;2465;52;1237,179802;101;745;-79,727;-89,857;10,13;1,127058587;7,666;7,636;0;hw;hw;156;0,008258766;7,657741234;0,021741234;0,03;hwhw;
1559;3049;2044;52;1215,99789;101;745;-79,802;-89,811;10,009;1,125422922;7,693;7,636;0;hw;hw;156;0,008536463;7,684463537;0,048463537;0,057;hwhw;
1774;3045;1709;52;1211,247298;101;751;-79,819;-89,968;10,149;1,127150177;7,714;7,636;0;hw;hw;156;0,008751633;7,705248367;0,069248367;0,078;hwhw;
1505;2844;1643;48;1239,175508;101;744;-79,72;-90,669;10,949;1,137343201;7,693;7,636;0;hw;hw;156;0,008536463;7,684463537;0,048463537;0,057;hwhw;
688;2304;2591;52;1215,99789;101;747;-79,802;-90,859;11,057;1,138555425;7,676;7,636;0;hw;hw;156;0,008361755;7,667638245;0,031638245;0,04;hwhw;
980;2791;2616;52;1203,186142;101;750;-79,848;-89,896;10,048;1,125839094;7,692;7,636;0;hw;hw;156;0,008526199;7,683473801;0,047473801;0,056;hwhw;
706;2504;2861;48;1221,048238;101;744;-79,784;-90,078;10,294;1,129023363;7,68;7,636;0;hw;hw;156;0,008402905;7,671597095;0,035597095;0,044;hwhw;
768;2465;2486;52;1202,078477;101;746;-79,852;-90,738;10,886;1,136327205;7,669;7,636;0;hw;hw;156;0,008289679;7,660710321;0,024710321;0,033;hwhw;
1170;2924;2429;52;1208,18328;101;750;-79,83;-89,834;10,004;1,125316297;7,688;7,636;0;hw;hw;156;0,008485127;7,679514873;0,043514873;0,052;hwhw;
675;708;913;24;778,9916837;101;742;-81,736;-99,296;17,56;1,214838015;6,514;5,137;1;esl;hw;163;-0,004790518;6,518790518;1,381790518;1,377;eslhw;
229;917;590;20;787,105272;101;747;-81,691;-100,887;19,196;1,234983046;6,5;5,137;1;esl;hw;163;-0,004964836;6,504964836;1,367964836;1,363;eslhw;
912;524;932;16;803,0319435;101;746;-81,604;-98,87;17,266;1,211582766;6,514;5,137;1;esl;hw;163;-0,004790518;6,518790518;1,381790518;1,377;eslhw;
653;713;956;20;781,1470937;101;747;-81,724;-99,157;17,433;1,21331555;6,514;5,137;1;esl;hw;163;-0,004790518;6,518790518;1,381790518;1,377;eslhw;
508;933;529;24;794,9372009;101;744;-81,648;-100,339;18,691;1,228921713;6,5;5,137;1;esl;hw;163;-0,004964836;6,504964836;1,367964836;1,363;eslhw;
282;1003;618;24;786,0185967;101;745;-81,697;-100,16;18,463;1,225993611;6,5;5,137;1;esl;hw;163;-0,004964836;6,504964836;1,367964836;1,363;eslhw;
143;1018;682;24;798,054997;101;745;-81,631;-100,002;18,371;1,225049307;6,506;5,137;1;esl;hw;163;-0,004890078;6,510890078;1,373890078;1,369;eslhw;
188;936;817;24;769,0114768;101;741;-81,792;-99,842;18,05;1,220681729;6,471;5,137;1;esl;hw;163;-0,005327232;6,476327232;1,339327232;1,334;eslhw;
214;929;637;24;748,0537791;101;745;-81,912;-100,638;18,726;1,228611192;6,493;5,137;1;esl;hw;163;-0,005052149;6,498052149;1,361052149;1,356;eslhw;
465;1055;617;20;760,0336508;101;745;-81,843;-99,496;17,653;1,215693462;6,517;5,137;1;esl;hw;163;-0,004753218;6,521753218;1,384753218;1,38;eslhw;
358;834;539;24;770,0746396;101;745;-81,786;-101,356;19,57;1,239283007;6,498;5,137;1;esl;hw;163;-0,004989772;6,502989772;1,365989772;1,361;eslhw;
210;971;839;20;748,0537791;101;743;-81,912;-99,545;17,633;1,215267604;6,506;5,137;1;esl;hw;163;-0,004890078;6,510890078;1,373890078;1,369;eslhw;
544;743;855;20;781,1470937;101;747;-81,724;-99,842;18,118;1,221697421;6,533;5,137;1;esl;hw;163;-0,0045546;6,5375546;1,4005546;1,396;eslhw;
896;494;892;24;794,9372009;101;747;-81,648;-99,172;17,524;1,21462865;6,513;5,137;1;esl;hw;163;-0,004802956;6,517802956;1,380802956;1,376;eslhw;
478;933;537;20;773,0949231;101;746;-81,769;-100,404;18,635;1,227898103;6,499;5,137;1;esl;hw;163;-0,004977303;6,503977303;1,366977303;1,362;eslhw;
891;615;982;24;754,9754355;101;740;-81,872;-98,529;16,657;1,20345173;6,517;5,137;1;esl;hw;163;-0,004753218;6,521753218;1,384753218;1,38;eslhw;
692;590;810;24;804,1421399;101;742;-81,598;-100,114;18,516;1,226917326;6,493;5,137;1;esl;hw;163;-0,005052149;6,498052149;1,361052149;1,356;eslhw;
146;1001;776;20;794,0225223;101;746;-81,653;-99,716;18,063;1,221216612;6,486;5,137;1;esl;hw;163;-0,005139565;6,491139565;1,354139565;1,349;eslhw;
776;686;996;24;786,0185967;101;742;-81,697;-98,677;16,98;1,207841169;6,533;5,137;1;esl;hw;163;-0,0045546;6,5375546;1,4005546;1,396;eslhw;
1226;350;936;24;799,1583127;101;745;-81,625;-97,844;16,219;1,198701378;6,471;5,137;1;esl;hw;163;-0,005327232;6,476327232;1,339327232;1,334;eslhw;
676;779;969;24;772,0275905;101;747;-81,775;-98,81;17,035;1,2083155;6,513;5,137;1;esl;hw;163;-0,004802956;6,517802956;1,380802956;1,376;eslhw;
151;903;644;20;773,0949231;101;743;-81,769;-100,847;19,078;1,233315804;6,486;5,137;1;esl;hw;163;-0,005139565;6,491139565;1,354139565;1,349;eslhw;
377;982;585;20;777,0211162;101;744;-81,747;-100,216;18,469;1,22592878;6,499;5,137;1;esl;hw;163;-0,004977303;6,503977303;1,366977303;1,362;eslhw;
975;566;1043;24;782,0469404;101;742;-81,719;-98,099;16,38;1,200442981;6,498;5,137;1;esl;hw;163;-0,004989772;6,502989772;1,365989772;1,361;eslhw;
94;969;723;24;787,105272;101;746;-81,691;-100,151;18,46;1,225973485;6,498;5,137;1;esl;hw;163;-0,004989772;6,502989772;1,365989772;1,361;eslhw;
250;899;750;20;772,0275905;101;741;-81,775;-100,263;18,488;1,226083766;6,506;5,137;1;esl;hw;163;-0,004890078;6,510890078;1,373890078;1,369;eslhw;
2269;2606;2509;20;686,0137512;101;750;-82,288;-89,217;6,929;1,084204258;1,978;1,619;1;bsp;hw;164;-0,091285047;2,069285047;0,450285047;0,359;bsphw;
1986;2153;1451;24;669,0103264;101;744;-82,397;-91,538;9,141;1,110938505;1,962;1,619;1;bsp;hw;164;-0,09169779;2,05369779;0,43469779;0,343;bsphw;
2226;2520;1768;20;713,0710769;101;747;-82,12;-90,233;8,113;1,098794447;1,989;1,619;1;bsp;hw;164;-0,091001017;2,080001017;0,461001017;0,37;bsphw;
2310;1977;1173;24;700,056063;101;746;-82,2;-91,564;9,364;1,113917275;1,961;1,619;1;bsp;hw;164;-0,09172357;2,05272357;0,43372357;0,342;bsphw;
2387;2670;1877;24;721,9927246;101;744;-82,066;-89,691;7,625;1,092913021;2,014;1,619;1;bsp;hw;164;-0,090354803;2,104354803;0,485354803;0,395;bsphw;
2490;2875;2304;24;686,0137512;101;745;-82,288;-88,865;6,577;1,079926599;1,998;1,619;1;bsp;hw;164;-0,090768483;2,088768483;0,469768483;0,379;bsphw;
2238;2566;1987;20;733,0486888;101;745;-82;-89,911;7,911;1,09647561;2,018;1,619;1;bsp;hw;164;-0,090251332;2,108251332;0,489251332;0,399;bsphw;
2296;2653;1894;20;714,0569019;101;746;-82,114;-89,813;7,699;1,093759895;2,037;1,619;1;bsp;hw;164;-0,089759605;2,126759605;0,507759605;0,418;bsphw;
2500;2545;1557;20;689,0215755;101;744;-82,269;-90,021;7,752;1,094227473;1,992;1,619;1;bsp;hw;164;-0,09092352;2,08292352;0,46392352;0,373;bsphw;
1996;2457;2585;20;654,0829391;101;743;-82,495;-89,598;7,103;1,086102188;1,967;1,619;1;bsp;hw;164;-0,091568861;2,058568861;0,439568861;0,348;bsphw;
2283;2534;1594;24;618,0631077;101;746;-82,741;-90,311;7,57;1,091490313;1,998;1,619;1;bsp;hw;164;-0,090768483;2,088768483;0,469768483;0,379;bsphw;
1924;2526;1763;24;572,9712373;101;747;-83,07;-90,623;7,553;1,090923318;2,018;1,619;1;bsp;hw;164;-0,090251332;2,108251332;0,489251332;0,399;bsphw;
1775;2432;2489;20;626,0843114;101;745;-82,685;-89,99;7,305;1,088347342;1,969;1,619;1;bsp;hw;164;-0,091517276;2,060517276;0,441517276;0,35;bsphw;
1977;2568;1847;20;628,1058254;101;747;-82,671;-90,391;7,72;1,093382202;1,951;1,619;1;bsp;hw;164;-0,09198125;2,04298125;0,42398125;0,332;bsphw;
1953;2316;1935;20;647,0425204;101;750;-82,542;-90,713;8,171;1,098992028;1,991;1,619;1;bsp;hw;164;-0,090949354;2,081949354;0,462949354;0,372;bsphw;
1887;2417;1915;20;668,0866926;101;749;-82,403;-90,663;8,26;1,100239069;1,942;1,619;1;bsp;hw;164;-0,092212971;2,034212971;0,415212971;0,323;bsphw;
2117;2351;1876;24;681,1344107;101;743;-82,319;-90,514;8,195;1,099551744;1,961;1,619;1;bsp;hw;164;-0,09172357;2,05272357;0,43372357;0,342;bsphw;
2153;2660;1931;20;661,961637;101;744;-82,443;-89,94;7,497;1,090935555;1,978;1,619;1;bsp;hw;164;-0,091285047;2,069285047;0,450285047;0,359;bsphw;
1886;2681;2188;20;665,0171131;101;746;-82,423;-89,914;7,491;1,090884826;1,992;1,619;1;bsp;hw;164;-0,09092352;2,08292352;0,46392352;0,373;bsphw;
1850;2614;2094;24;638,0178383;101;749;-82,603;-90,17;7,567;1,091606842;1,972;1,619;1;bsp;hw;164;-0,091439883;2,063439883;0,444439883;0,353;bsphw;
1898;2510;2014;24;624,0693036;101;743;-82,699;-90,377;7,678;1,092842719;1,965;1,619;1;bsp;hw;164;-0,091620439;2,056620439;0,437620439;0,346;bsphw;
486;428;304;28;387,0194766;101;743;-84,774;-104,735;19,961;1,235461344;11,282;6,963;1;hw;hw;172;0,037008066;11,24499193;4,281991934;4,319;hwhw;
77;2896;2363;28;444,9721409;101;745;-84,168;-90,372;6,204;1,073709723;12,082;6,963;1;hw;hw;172;0,041602505;12,04039749;5,077397495;5,119;hwhw;
2336;2918;2208;24;445,9979077;101;744;-84,158;-89,074;4,916;1,058413936;12,082;6,963;1;hw;hw;172;0,041602505;12,04039749;5,077397495;5,119;hwhw;
205;1499;1755;52;1223,017922;101;751;-79,777;-94,527;14,75;1,184890382;2,92;1,75;1;hw;hw;175;-0,067540294;2,987540294;1,237540294;1,17;hwhw;
112;1173;1901;48;1178,237447;101;748;-79,939;-94,834;14,895;1,186329576;2,896;1,75;1;hw;hw;175;-0,068112422;2,964112422;1,214112422;1,146;hwhw;
310;1608;1693;52;1202,078477;101;744;-79,852;-94,385;14,533;1,181999199;2,926;1,75;1;hw;hw;175;-0,067397609;2,993397609;1,243397609;1,176;hwhw;
21;1413;1988;44;1217,118381;101;750;-79,798;-94,081;14,283;1,178989448;2,899;1,75;1;hw;hw;175;-0,068040785;2,967040785;1,217040785;1,149;hwhw;
1081;2035;1593;52;1223,017922;101;749;-79,777;-92,879;13,102;1,164232799;2,878;1,75;1;hw;hw;175;-0,068542969;2,946542969;1,196542969;1,128;hwhw;
1084;2003;1522;44;1234,050184;101;746;-79,738;-93,073;13,335;1,167235195;2,888;1,75;1;hw;hw;175;-0,068303623;2,956303623;1,206303623;1,138;hwhw;
658;1722;1527;48;1219,081726;101;750;-79,791;-94,244;14,453;1,181135717;2,899;1,75;1;hw;hw;175;-0,068040785;2,967040785;1,217040785;1,149;hwhw;
179;1309;2020;40;1248,052404;101;748;-79,689;-94,172;14,483;1,18174403;2,904;1,75;1;hw;hw;175;-0,067921466;2,971921466;1,221921466;1,154;hwhw;
183;1653;1936;52;1250,065649;101;752;-79,682;-93,687;14,005;1,175761151;2,93;1,75;1;hw;hw;175;-0,067302564;2,997302564;1,247302564;1,18;hwhw;
160;1353;2022;44;1234,050184;101;749;-79,738;-94,085;14,347;1,17992676;2,902;1,75;1;hw;hw;175;-0,067969182;2,969969182;1,219969182;1,152;hwhw;
58;1386;1814;44;1217,118381;101;747;-79,798;-94,653;14,855;1,186157548;2,899;1,75;1;hw;hw;175;-0,068040785;2,967040785;1,217040785;1,149;hwhw;
659;1956;1700;48;1239,175508;101;745;-79,72;-93,283;13,563;1,170132965;2,896;1,75;1;hw;hw;175;-0,068112422;2,964112422;1,214112422;1,146;hwhw;
425;1865;1839;44;1209,018152;101;751;-79,827;-93,35;13,523;1,169403836;2,93;1,75;1;hw;hw;175;-0,067302564;2,997302564;1,247302564;1,18;hwhw;
1250;2034;1418;44;1233,198027;101;746;-79,741;-92,955;13,214;1,165711491;2,902;1,75;1;hw;hw;175;-0,067969182;2,969969182;1,219969182;1,152;hwhw;
69;1502;1995;44;1279,183419;101;750;-79,582;-93,874;14,292;1,179588349;2,946;1,75;1;hw;hw;175;-0,066923001;3,012923001;1,262923001;1,196;hwhw;
199;1640;1937;44;1239,175508;101;750;-79,72;-93,709;13,989;1,175476668;2,913;1,75;1;hw;hw;175;-0,067706936;2,980706936;1,230706936;1,163;hwhw;
188;1251;1940;48;1272,133886;101;744;-79,606;-94,531;14,925;1,187485868;2,844;1,75;1;hw;hw;175;-0,069359591;2,913359591;1,163359591;1,094;hwhw;
352;1745;1867;44;1293,995665;101;751;-79,532;-93,595;14,063;1,176821908;2,755;1,75;1;hw;hw;175;-0,071517705;2,826517705;1,076517705;1,005;hwhw;
436;1792;1837;44;1237,179802;101;744;-79,727;-93,516;13,789;1,172952701;2,917;1,75;1;hw;hw;175;-0,067611689;2,984611689;1,234611689;1,167;hwhw;
331;1761;1928;44;1281,246881;101;750;-79,575;-93,42;13,845;1,173986805;2,915;1,75;1;hw;hw;175;-0,067659305;2,982659305;1,232659305;1,165;hwhw;
114;1447;1962;48;1214,039511;101;749;-79,809;-94,076;14,267;1,1787643;2,947;1,75;1;hw;hw;175;-0,066899311;3,013899311;1,263899311;1,197;hwhw;
103;1438;1822;48;1136,14254;101;747;-80,097;-94,503;14,406;1,179856923;2,922;1,75;1;hw;hw;175;-0,067492717;2,989492717;1,239492717;1,172;hwhw;
649;1994;1837;44;1265,997422;101;747;-79,627;-92,921;13,294;1,16695342;2,902;1,75;1;hw;hw;175;-0,067969182;2,969969182;1,219969182;1,152;hwhw;
1403;2115;1423;40;1230,078482;101;749;-79,752;-92,549;12,797;1,160459926;2,937;1,75;1;hw;hw;175;-0,067136383;3,004136383;1,254136383;1,187;hwhw;
941;1997;1535;44;1269,20806;101;747;-79,616;-93,235;13,619;1,171058581;2,878;1,75;1;hw;hw;175;-0,068542969;2,946542969;1,196542969;1,128;hwhw;
778;1861;1600;52;1186,951084;101;747;-79,907;-93,612;13,705;1,171511883;2,902;1,75;1;hw;hw;175;-0,067969182;2,969969182;1,219969182;1,152;hwhw;
261;1778;1925;52;1259,020557;101;750;-79,651;-93,415;13,764;1,172803857;2,963;1,75;1;hw;hw;175;-0,066520806;3,029520806;1,279520806;1,213;hwhw;
48;1625;1973;48;1234,050184;101;748;-79,738;-93,673;13,935;1,174759838;2,923;1,75;1;hw;hw;175;-0,067468934;2,990468934;1,240468934;1,173;hwhw;
509;683;440;20;119,9589957;101;739;-89,861;-102,192;12,331;1,137223044;10,661;10,298;1;1078ieeg;hw;179;0,033075402;10,6279246;0,329924598;0,363;1078ieeghw;
319;659;505;20;115,9665725;101;744;-90,008;-102,844;12,836;1,142609546;10,661;10,298;1;1078ieeg;hw;179;0,033075402;10,6279246;0,329924598;0,363;1078ieeghw;
236;672;743;20;132,0179003;101;743;-89,445;-101,576;12,131;1,135625245;10,699;10,298;1;1078ieeg;hw;179;0,033325956;10,66567404;0,367674044;0,401;1078ieeghw;
343;596;550;24;116,9857116;101;737;-89,97;-102,931;12,961;1,144059131;10,677;10,298;1;1078ieeg;hw;179;0,033181061;10,64381894;0,345818939;0,379;1078ieeghw;
412;716;522;20;127,977264;101;744;-89,58;-102,026;12,446;1,138937263;10,749;10,298;1;1078ieeg;hw;179;0,033653607;10,71534639;0,417346393;0,451;1078ieeghw;
270;700;649;20;107,9525291;101;740;-90,319;-101,896;11,577;1,12817901;10,773;10,298;1;1078ieeg;hw;179;0,033810066;10,73918993;0,441189934;0,475;1078ieeghw;
272;703;633;24;112,9361091;101;738;-90,123;-101,963;11,84;1,131376008;10,711;10,298;1;1078ieeg;hw;179;0,033404802;10,6775952;0,379595198;0,413;1078ieeghw;
171;666;641;24;112,9361091;101;742;-90,123;-102,363;12,24;1,135814387;10,698;10,298;1;1078ieeg;hw;179;0,03331938;10,66468062;0,36668062;0,4;1078ieeghw;
480;683;426;20;120,9575053;101;742;-89,825;-102,389;12,564;1,139871973;10,706;10,298;1;1078ieeg;hw;179;0,033371966;10,67262803;0,374628034;0,408;1078ieeghw;
206;595;549;20;114,9563117;101;744;-90,046;-103,388;13,342;1,148168714;10,773;10,298;1;1078ieeg;hw;179;0,033810066;10,73918993;0,441189934;0,475;1078ieeghw;
260;471;670;24;122,9795278;101;738;-89,753;-103,143;13,39;1,149187214;10,704;10,298;1;1078ieeg;hw;179;0,033358825;10,67064118;0,372641175;0,406;1078ieeghw;
399;715;551;24;113,954852;101;741;-90,084;-101,94;11,856;1,131610497;10,706;10,298;1;1078ieeg;hw;179;0,033371966;10,67262803;0,374628034;0,408;1078ieeghw;
280;424;715;24;106,9381881;101;725;-90,36;-102,964;12,604;1,139486498;10,704;10,298;1;1078ieeg;hw;179;0,033358825;10,67064118;0,372641175;0,406;1078ieeghw;
442;753;488;20;121,9643263;101;742;-89,789;-101,824;12,035;1,134036463;10,755;10,298;1;1078ieeg;hw;179;0,033692771;10,72130723;0,423307229;0,457;1078ieeghw;
225;602;641;24;121,9643263;101;744;-89,789;-102,667;12,878;1,143425141;10,681;10,298;1;1078ieeg;hw;179;0,033207439;10,64779256;0,349792561;0,383;1078ieeghw;
290;658;513;20;113,954852;101;740;-90,084;-102,904;12,82;1,14231162;10,711;10,298;1;1078ieeg;hw;179;0,033404802;10,6775952;0,379595198;0,413;1078ieeghw;
161;537;602;20;124,0031796;101;738;-89,717;-103,522;13,805;1,153872733;10,677;10,298;1;1078ieeg;hw;179;0,033181061;10,64381894;0,345818939;0,379;1078ieeghw;
248;701;662;24;124,0031796;101;741;-89,717;-101,865;12,148;1,135403547;10,698;10,298;1;1078ieeg;hw;179;0,03331938;10,66468062;0,36668062;0,4;1078ieeghw;
217;557;689;24;119,9589957;101;737;-89,861;-102,624;12,763;1,142030469;10,681;10,298;1;1078ieeg;hw;179;0,033207439;10,64779256;0,349792561;0,383;1078ieeghw;
175;507;572;24;114,9563117;101;744;-90,046;-103,938;13,892;1,154276703;10,699;10,298;1;1078ieeg;hw;179;0,033325956;10,66567404;0,367674044;0,401;1078ieeghw;
258;652;576;24;109,9848385;101;745;-90,238;-102,67;12,432;1,137769011;10,755;10,298;1;1078ieeg;hw;179;0,033692771;10,72130723;0,423307229;0,457;1078ieeghw;
555;662;426;24;115,9665725;101;744;-90,008;-102,152;12,144;1,13492134;10,769;10,298;1;1078ieeg;hw;179;0,033784026;10,73521597;0,437215974;0,471;1078ieeghw;
168;549;626;20;107,9525291;101;739;-90,319;-103,244;12,925;1,143103887;10,677;10,298;1;1078ieeg;hw;179;0,033181061;10,64381894;0,345818939;0,379;1078ieeghw;
198;552;581;20;108,9764914;101;744;-90,278;-103,491;13,213;1,146359024;10,749;10,298;1;1078ieeg;hw;179;0,033653607;10,71534639;0,417346393;0,451;1078ieeghw;
